cik,date,value,component
1535706,2014-01-01,1,adoption_domestic
1536226,2014-01-01,1,adoption_domestic
1541451,2014-01-01,1,adoption_domestic
1542830,2014-01-01,1,adoption_domestic
1543042,2014-01-01,1,adoption_domestic
1544629,2014-01-01,1,adoption_domestic
1545018,2014-01-01,1,adoption_domestic
1548266,2014-01-01,1,adoption_domestic
1548599,2014-01-01,1,adoption_domestic
1550120,2014-01-01,1,adoption_domestic
1550221,2014-01-01,1,adoption_domestic
1552164,2014-01-01,1,adoption_domestic
1552327,2014-01-01,1,adoption_domestic
1552328,2014-01-01,1,adoption_domestic
1553817,2014-01-01,1,adoption_domestic
1554776,2014-01-01,1,adoption_domestic
1556487,2014-01-01,1,adoption_domestic
1556601,2014-01-01,1,adoption_domestic
1556811,2014-01-01,1,adoption_domestic
1556965,2014-01-01,1,adoption_domestic
1557805,2014-01-01,1,adoption_domestic
1558013,2014-01-01,1,adoption_domestic
1558546,2014-01-01,1,adoption_domestic
1559450,2014-01-01,1,adoption_domestic
1560456,2014-01-01,1,adoption_domestic
1561726,2014-01-01,1,adoption_domestic
1561727,2014-01-01,1,adoption_domestic
1566053,2014-01-01,1,adoption_domestic
1566140,2014-01-01,1,adoption_domestic
1566543,2014-01-01,1,adoption_domestic
1566544,2014-01-01,1,adoption_domestic
1567572,2014-01-01,1,adoption_domestic
1569414,2014-01-01,1,adoption_domestic
1571236,2014-01-01,1,adoption_domestic
1572493,2014-01-01,1,adoption_domestic
1573946,2014-01-01,1,adoption_domestic
1575190,2014-01-01,1,adoption_domestic
1575686,2014-01-01,1,adoption_domestic
1576047,2014-01-01,1,adoption_domestic
1577545,2014-01-01,1,adoption_domestic
1578422,2014-01-01,1,adoption_domestic
1578423,2014-01-01,1,adoption_domestic
1578533,2014-01-01,1,adoption_domestic
1579306,2014-01-01,1,adoption_domestic
1580013,2014-01-01,1,adoption_domestic
1580891,2014-01-01,1,adoption_domestic
1581653,2014-01-01,1,adoption_domestic
1582037,2014-01-01,1,adoption_domestic
1582605,2014-01-01,1,adoption_domestic
1584492,2014-01-01,1,adoption_domestic
1585067,2014-01-01,1,adoption_domestic
1585673,2014-01-01,1,adoption_domestic
1586883,2014-01-01,1,adoption_domestic
1587234,2014-01-01,1,adoption_domestic
1587497,2014-01-01,1,adoption_domestic
1587980,2014-01-01,1,adoption_domestic
1587981,2014-01-01,1,adoption_domestic
1588251,2014-01-01,1,adoption_domestic
1589802,2014-01-01,1,adoption_domestic
1589803,2014-01-01,1,adoption_domestic
1589804,2014-01-01,1,adoption_domestic
1590058,2014-01-01,1,adoption_domestic
1590231,2014-01-01,1,adoption_domestic
1590757,2014-01-01,1,adoption_domestic
1593269,2014-01-01,1,adoption_domestic
1961,2015-01-01,1,adoption_domestic
4447,2015-01-01,1,adoption_domestic
93410,2015-01-01,1,adoption_domestic
101390,2015-01-01,1,adoption_domestic
713676,2015-01-01,1,adoption_domestic
719739,2015-01-01,1,adoption_domestic
783005,2015-01-01,1,adoption_domestic
863895,2015-01-01,1,adoption_domestic
878802,2015-01-01,1,adoption_domestic
899629,2015-01-01,1,adoption_domestic
1022899,2015-01-01,1,adoption_domestic
1034842,2015-01-01,1,adoption_domestic
1061169,2015-01-01,1,adoption_domestic
1065088,2015-01-01,1,adoption_domestic
1083712,2015-01-01,1,adoption_domestic
1086745,2015-01-01,1,adoption_domestic
1108046,2015-01-01,1,adoption_domestic
1126003,2015-01-01,1,adoption_domestic
1130713,2015-01-01,1,adoption_domestic
1138724,2015-01-01,1,adoption_domestic
1163165,2015-01-01,1,adoption_domestic
1277856,2015-01-01,1,adoption_domestic
1288359,2015-01-01,1,adoption_domestic
1301075,2015-01-01,1,adoption_domestic
1323648,2015-01-01,1,adoption_domestic
1332174,2015-01-01,1,adoption_domestic
