cik,date,value,component
754811,2023-01-01,1,adoption_domestic
772263,2023-01-01,1,adoption_domestic
793171,2023-01-01,1,adoption_domestic
830656,2023-01-01,1,adoption_domestic
846617,2023-01-01,1,adoption_domestic
854800,2023-01-01,1,adoption_domestic
880631,2023-01-01,1,adoption_domestic
896156,2023-01-01,1,adoption_domestic
896493,2023-01-01,1,adoption_domestic
924095,2023-01-01,1,adoption_domestic
924396,2023-01-01,1,adoption_domestic
927761,2023-01-01,1,adoption_domestic
1001601,2023-01-01,1,adoption_domestic
1036848,2023-01-01,1,adoption_domestic
1045810,2023-01-01,1,adoption_domestic
1050446,2023-01-01,1,adoption_domestic
1060736,2023-01-01,1,adoption_domestic
1064722,2023-01-01,1,adoption_domestic
1066923,2023-01-01,1,adoption_domestic
1074828,2023-01-01,1,adoption_domestic
1083301,2023-01-01,1,adoption_domestic
1119190,2023-01-01,1,adoption_domestic
1166708,2023-01-01,1,adoption_domestic
1218683,2023-01-01,1,adoption_domestic
1281984,2023-01-01,1,adoption_domestic
1325964,2023-01-01,1,adoption_domestic
1326380,2023-01-01,1,adoption_domestic
1357671,2023-01-01,1,adoption_domestic
1374310,2023-01-01,1,adoption_domestic
1376321,2023-01-01,1,adoption_domestic
1381197,2023-01-01,1,adoption_domestic
1389067,2023-01-01,1,adoption_domestic
1403256,2023-01-01,1,adoption_domestic
1409446,2023-01-01,1,adoption_domestic
1411579,2023-01-01,1,adoption_domestic
1419275,2023-01-01,1,adoption_domestic
1420368,2023-01-01,1,adoption_domestic
1436229,2023-01-01,1,adoption_domestic
1439264,2023-01-01,1,adoption_domestic
1454742,2023-01-01,1,adoption_domestic
1467373,2023-01-01,1,adoption_domestic
1483646,2023-01-01,1,adoption_domestic
1507605,2023-01-01,1,adoption_domestic
1510832,2023-01-01,1,adoption_domestic
1513525,2023-01-01,1,adoption_domestic
1515139,2023-01-01,1,adoption_domestic
1520118,2023-01-01,1,adoption_domestic
1527102,2023-01-01,1,adoption_domestic
1527702,2023-01-01,1,adoption_domestic
1556801,2023-01-01,1,adoption_domestic
1580490,2023-01-01,1,adoption_domestic
1588489,2023-01-01,1,adoption_domestic
1591956,2023-01-01,1,adoption_domestic
1592782,2023-01-01,1,adoption_domestic
